YYYYMMDD	dN	dE	dU	Sn	Se	Su
20181208	-0.02259	0.09020	-0.00893	0.00379	0.00472	0.01848
20181209	-0.02250	0.09587	0.01925	0.00370	0.00458	0.01806
20181210	-0.02180	0.09356	0.02181	0.00378	0.00466	0.01820
20181211	-0.02192	0.08961	0.00715	0.00376	0.00469	0.01829
20181212	-0.02223	0.09490	0.01010	0.00372	0.00466	0.01809
20181213	-0.02378	0.09332	0.00971	0.00393	0.00467	0.01808
20181214	-0.02166	0.09265	0.00460	0.00347	0.00453	0.01740
20181215	-0.02169	0.09521	0.01045	0.00365	0.00437	0.01732
20181216	-0.02503	0.09371	0.01841	0.00374	0.00450	0.01789
20181217	-0.02389	0.09165	0.01089	0.00368	0.00452	0.01738
20181218	-0.02237	0.09202	0.01327	0.00386	0.00460	0.01860
20181219	-0.02598	0.09198	0.00388	0.00396	0.00463	0.01872
20181220	-0.02246	0.09107	0.00844	0.00418	0.00496	0.01957
20181221	-0.02357	0.09283	-0.00191	0.00401	0.00471	0.01892
20181222	-0.02063	0.08738	0.00313	0.00407	0.00470	0.01940
20181223	-0.02026	0.08953	-0.00711	0.00417	0.00480	0.01968
20181224	-0.02121	0.09348	-0.00017	0.00405	0.00481	0.01961
20181225	-0.01918	0.09508	0.02136	0.00404	0.00464	0.01905
20181226	-0.02321	0.09406	0.00601	0.00389	0.00442	0.01786
20181227	-0.02289	0.09542	0.01615	0.00381	0.00445	0.01800
20181228	-0.02213	0.09448	0.01682	0.00390	0.00445	0.01849
20181229	-0.02007	0.09353	0.01024	0.00423	0.00491	0.02060
20181230	-0.02440	0.09384	0.00285	0.00403	0.00483	0.01921
20181231	-0.02895	0.10016	-0.01016	0.00830	0.00942	0.02959
20190101	-0.02219	0.09359	0.01027	0.00403	0.00471	0.01937
20190102	-0.02214	0.09024	0.00157	0.00392	0.00462	0.01894
20190103	-0.01984	0.09649	0.00317	0.00419	0.00488	0.02012
20190104	-0.02249	0.10058	0.03362	0.00406	0.00466	0.01915
20190105	-0.02142	0.09261	0.00879	0.00400	0.00445	0.01826
20190106	-0.01842	0.09649	0.02440	0.00385	0.00453	0.01837
20190107	-0.01839	0.09797	0.03002	0.00407	0.00477	0.01912
20190108	-0.02087	0.09449	0.01423	0.00394	0.00450	0.01799
20190109	-0.02255	0.09542	0.01072	0.00537	0.00595	0.02610
20190110	-0.02110	0.09396	0.00894	0.00382	0.00453	0.01826
20190111	-0.02216	0.09448	0.02076	0.00404	0.00451	0.01881
20190112	-0.02101	0.09483	0.01092	0.00383	0.00430	0.01768
20190113	-0.02083	0.09405	0.02117	0.00369	0.00431	0.01708
20190114	-0.02307	0.09488	0.00154	0.00400	0.00453	0.01852
20190115	-0.02200	0.09727	0.02139	0.00418	0.00491	0.01952
20190116	-0.02213	0.09070	-0.00170	0.00411	0.00452	0.01877
20190117	-0.02051	0.09030	0.01188	0.00407	0.00459	0.01853
20190118	-0.02431	0.09765	0.01526	0.00454	0.00515	0.02107
20190119	-0.02233	0.09023	-0.01182	0.00442	0.00491	0.02026
20190120	-0.02121	0.09275	0.00087	0.00403	0.00457	0.01801
20190121	-0.01932	0.09158	-0.01814	0.00447	0.00495	0.02031
20190122	-0.01960	0.09142	-0.01306	0.00439	0.00472	0.01951
20190123	-0.02104	0.09397	0.01040	0.00418	0.00461	0.01876
20190124	-0.02170	0.09080	-0.00006	0.00435	0.00473	0.01883
20190125	-0.02050	0.09079	0.01417	0.00466	0.00512	0.02092
20190126	-0.02068	0.09215	0.00375	0.00415	0.00446	0.01857
20190127	-0.01902	0.09454	0.01267	0.00434	0.00468	0.01914
20190128	-0.02321	0.09568	-0.00146	0.00424	0.00453	0.01849
20190129	-0.01829	0.09446	0.00819	0.00387	0.00438	0.01743
20190130	-0.02139	0.09434	-0.00225	0.00392	0.00435	0.01756
20190131	-0.02209	0.09781	-0.00970	0.00531	0.00579	0.02682
20190201	-0.02025	0.09499	-0.00996	0.00396	0.00455	0.01802
20190202	-0.02500	0.09667	-0.00451	0.00421	0.00494	0.01972
20190203	-0.02212	0.09470	0.01377	0.00392	0.00455	0.01823
20190204	-0.01980	0.09143	-0.00362	0.00376	0.00414	0.01689
20190205	-0.02050	0.09021	-0.00096	0.00422	0.00469	0.01936
20190206	-0.02149	0.09602	0.00975	0.00402	0.00453	0.01880
20190207	-0.02072	0.09510	0.00452	0.00380	0.00424	0.01795
20190208	-0.02307	0.09501	0.01580	0.00377	0.00432	0.01799
20190209	-0.02112	0.09243	0.00119	0.00366	0.00427	0.01776
20190210	-0.01982	0.09263	0.00063	0.00369	0.00423	0.01766
20190211	-0.02155	0.09080	0.00396	0.00385	0.00453	0.01881
20190212	-0.01991	0.09421	0.00573	0.00377	0.00424	0.01771
20190213	-0.02195	0.09609	0.01342	0.00355	0.00426	0.01726
20190214	-0.02209	0.09432	0.00887	0.00367	0.00422	0.01749
20190215	-0.02165	0.09205	-0.00651	0.00363	0.00431	0.01794
20190216	-0.02139	0.09545	0.00127	0.00346	0.00411	0.01667
20190217	-0.02095	0.09277	0.00529	0.00382	0.00431	0.01881
20190218	-0.02162	0.09402	-0.00254	0.00384	0.00433	0.01880
20190219	-0.02039	0.09345	0.01460	0.00349	0.00407	0.01696
20190220	-0.02051	0.09516	0.00752	0.00353	0.00411	0.01704
20190221	-0.01859	0.09275	0.01328	0.00363	0.00421	0.01766
20190222	-0.02006	0.08857	-0.00573	0.00381	0.00445	0.01862
20190223	-0.02281	0.09564	0.01774	0.00451	0.00512	0.02177
20190224	-0.02336	0.09226	0.00366	0.00362	0.00420	0.01709
20190225	-0.02254	0.09105	0.00540	0.00380	0.00432	0.01815
20190226	-0.01578	0.09684	0.02309	0.00511	0.00573	0.02452
20190227	-0.02130	0.09082	0.01748	0.00367	0.00418	0.01735
20190228	-0.02244	0.09289	0.01100	0.00399	0.00449	0.01930
20190301	-0.02001	0.09801	0.02023	0.00397	0.00462	0.01853
20190302	-0.02261	0.09265	0.01885	0.00376	0.00432	0.01741
20190303	-0.02187	0.09183	0.01497	0.00366	0.00420	0.01675
20190304	-0.01944	0.08969	0.01922	0.00404	0.00477	0.02046
20190305	-0.02085	0.09056	0.00755	0.00358	0.00456	0.01816
20190306	-0.02021	0.09112	0.02283	0.00391	0.00491	0.01975
20190307	-0.01843	0.09570	0.02447	0.00383	0.00486	0.01992
20190308	-0.02178	0.09044	0.01807	0.00401	0.00500	0.02062
20190309	-0.01998	0.09161	0.03109	0.00369	0.00469	0.01885
20190310	-0.02222	0.09665	0.02283	0.00376	0.00467	0.01950
20190311	-0.01953	0.09169	0.00261	0.00411	0.00508	0.02172
20190312	-0.02239	0.09293	0.02324	0.00370	0.00464	0.01892
20190313	-0.01850	0.09260	0.00117	0.00488	0.00583	0.02589
20190314	-0.02006	0.09501	0.00451	0.00368	0.00471	0.01894
20190315	-0.01413	0.09006	0.03595	0.00391	0.00516	0.02164
20190316	-0.01704	0.09551	0.02266	0.00361	0.00469	0.01928
20190317	-0.01898	0.09408	-0.01249	0.00404	0.00500	0.02187
20190318	-0.01676	0.09718	0.02000	0.00366	0.00459	0.01892
20190319	-0.02043	0.09568	0.00850	0.00345	0.00438	0.01856
20190320	-0.01965	0.09571	0.02415	0.00325	0.00420	0.01682
20190321	-0.01890	0.09416	0.03258	0.00354	0.00438	0.01840
20190322	-0.02041	0.09621	0.01731	0.00377	0.00432	0.01920
20190323	-0.01761	0.09411	0.00656	0.00348	0.00399	0.01716
20190324	-0.01554	0.09236	0.01028	0.00354	0.00420	0.01757
20190325	-0.01779	0.09144	0.00710	0.00388	0.00458	0.01976
20190326	-0.01836	0.09666	0.01397	0.00322	0.00386	0.01589
20190327	-0.01997	0.09814	0.01263	0.00338	0.00403	0.01674
20190328	-0.01888	0.09273	0.00483	0.00328	0.00396	0.01620
20190329	-0.01787	0.09333	-0.00167	0.00338	0.00411	0.01709
20190330	-0.02048	0.09325	0.00083	0.00343	0.00410	0.01665
20190331	-0.02276	0.09464	0.00705	0.00332	0.00401	0.01583
20190401	-0.01934	0.09323	0.00869	0.00358	0.00434	0.01816
20190402	-0.02066	0.09383	-0.00118	0.00356	0.00431	0.01772
20190403	-0.01840	0.09443	0.01146	0.00353	0.00419	0.01736
20190404	-0.01937	0.09974	0.00944	0.00383	0.00455	0.01883
20190405	-0.01708	0.09738	0.00977	0.00399	0.00461	0.01952
20190406	-0.01404	0.09793	0.00477	0.00387	0.00448	0.01931
20190407	-0.02289	0.09605	0.00958	0.00319	0.00388	0.01599
20190408	-0.01905	0.09741	0.00840	0.00341	0.00397	0.01657
20190409	-0.01945	0.09765	0.01802	0.00326	0.00396	0.01611
20190410	-0.01578	0.09574	0.02014	0.00339	0.00409	0.01639
20190411	-0.01825	0.09534	0.03262	0.00394	0.00460	0.02012
20190412	-0.02089	0.09693	0.02626	0.00363	0.00469	0.01902
20190413	-0.01224	0.08876	-0.00236	0.00344	0.00439	0.01814
20190414	-0.01673	0.09373	0.01279	0.00329	0.00410	0.01659
20190415	-0.01937	0.09219	0.01799	0.00326	0.00409	0.01658
20190416	-0.01817	0.09392	0.02300	0.00334	0.00372	0.01593
20190417	-0.01590	0.09390	0.01721	0.00322	0.00399	0.01668
20190418	-0.01765	0.09327	0.01207	0.00313	0.00398	0.01584
20190419	-0.01774	0.09647	0.01846	0.00331	0.00412	0.01643
20190420	-0.01736	0.09366	0.02016	0.00323	0.00394	0.01622
20190421	-0.01306	0.09445	0.01430	0.00354	0.00432	0.01786
20190422	-0.01837	0.09432	0.02852	0.00333	0.00408	0.01654
20190423	-0.01654	0.09316	0.02392	0.00354	0.00426	0.01732
20190424	-0.01389	0.09798	0.03004	0.00334	0.00408	0.01639
20190425	-0.01511	0.09644	0.01695	0.00339	0.00421	0.01683
20190426	-0.02044	0.09658	0.00880	0.00350	0.00434	0.01725
20190427	-0.01062	0.09988	0.03306	0.00356	0.00436	0.01849
20190428	-0.01573	0.09581	0.03808	0.00358	0.00439	0.01875
20190429	-0.01693	0.09565	0.03059	0.00332	0.00413	0.01655
20190430	-0.01436	0.09295	0.03581	0.00334	0.00422	0.01710
20190501	-0.01563	0.09531	0.03473	0.00331	0.00402	0.01648
20190502	-0.00969	0.09199	0.03239	0.00355	0.00429	0.01767
20190503	-0.01673	0.09506	0.02434	0.00326	0.00400	0.01648
20190504	-0.01583	0.09652	0.02406	0.00338	0.00418	0.01710
20190505	-0.01495	0.09306	0.01658	0.00352	0.00441	0.01794
20190506	-0.01495	0.09559	0.02192	0.00342	0.00419	0.01716
20190507	-0.01551	0.09775	0.02157	0.00342	0.00413	0.01671
20190508	-0.01626	0.09515	0.03491	0.00329	0.00397	0.01651
20190509	-0.01573	0.09763	0.03018	0.00349	0.00430	0.01782
20190510	-0.01453	0.09576	0.02437	0.00344	0.00417	0.01767
20190511	-0.01680	0.09612	0.03413	0.00330	0.00396	0.01691
20190512	-0.01432	0.09738	0.03201	0.00349	0.00425	0.01817
20190513	-0.01331	0.09665	0.03125	0.00349	0.00415	0.01824
20190514	-0.01311	0.09502	0.03051	0.00348	0.00411	0.01800
20190515	-0.01271	0.09604	0.02620	0.00340	0.00409	0.01762
20190516	-0.01518	0.09628	0.03498	0.00332	0.00404	0.01725
20190517	-0.01277	0.09531	0.03235	0.00337	0.00405	0.01745
20190518	-0.01476	0.09704	0.02938	0.00337	0.00404	0.01738
20190519	-0.01411	0.09624	0.03656	0.00344	0.00410	0.01752
20190520	-0.01452	0.09665	0.02798	0.00343	0.00405	0.01737
20190521	-0.01505	0.09600	0.03008	0.00347	0.00401	0.01704
20190522	-0.01411	0.09528	0.03075	0.00343	0.00404	0.01711
20190523	-0.01042	0.09465	0.02589	0.00342	0.00417	0.01728
20190524	-0.00952	0.09389	0.03450	0.00346	0.00414	0.01694
20190525	-0.01295	0.09481	0.03000	0.00329	0.00390	0.01632
20190526	-0.01590	0.09603	0.03201	0.00334	0.00398	0.01650
20190527	-0.01444	0.09641	0.02743	0.00350	0.00413	0.01707
20190528	-0.01307	0.09630	0.03187	0.00344	0.00400	0.01664
20190529	-0.01379	0.09569	0.02692	0.00345	0.00397	0.01647
20190530	-0.01355	0.09524	0.02821	0.00377	0.00417	0.01788
20190531	-0.01336	0.09615	0.02934	0.00338	0.00396	0.01604
20190601	-0.01364	0.09545	0.02590	0.00344	0.00389	0.01631
20190602	-0.01148	0.09417	0.02552	0.00341	0.00404	0.01657
20190603	-0.01540	0.09514	0.01576	0.00652	0.00716	0.03453
20190604	-0.01259	0.09541	0.02504	0.00335	0.00403	0.01621
20190605	-0.01426	0.09580	0.03125	0.00342	0.00395	0.01659
20190606	-0.01552	0.09654	0.02573	0.00340	0.00391	0.01649
20190607	-0.01508	0.09636	0.02603	0.00338	0.00387	0.01598
20190608	-0.01296	0.09612	0.02403	0.00335	0.00383	0.01636
20190609	-0.01384	0.09572	0.02567	0.00337	0.00403	0.01676
20190610	-0.01542	0.09563	0.01942	0.00327	0.00393	0.01653
20190611	-0.01265	0.09539	0.02071	0.00336	0.00389	0.01655
20190612	-0.01244	0.09737	0.01667	0.00334	0.00385	0.01619
20190613	-0.01160	0.09504	0.02030	0.00341	0.00404	0.01668
20190614	-0.01294	0.09651	0.02376	0.00337	0.00406	0.01680
20190615	-0.01162	0.09709	0.01770	0.00347	0.00419	0.01725
20190616	-0.01261	0.09506	0.02442	0.00342	0.00422	0.01751
20190617	-0.01094	0.09539	0.02227	0.00341	0.00407	0.01699
20190618	-0.01207	0.09834	0.01775	0.00338	0.00401	0.01660
20190619	-0.01406	0.09621	0.02509	0.00335	0.00403	0.01690
20190620	-0.01468	0.09671	0.03078	0.00333	0.00396	0.01670
20190621	-0.01429	0.09539	0.01853	0.00330	0.00393	0.01627
20190622	-0.01316	0.09691	0.02545	0.00327	0.00390	0.01637
20190623	-0.01184	0.09596	0.02717	0.00326	0.00391	0.01635
20190624	-0.01193	0.09646	0.02560	0.00322	0.00394	0.01616
20190625	-0.01368	0.09563	0.02484	0.00328	0.00399	0.01645
20190626	-0.01169	0.09484	0.02618	0.00328	0.00401	0.01643
20190627	-0.01268	0.09615	0.02101	0.00323	0.00397	0.01632
20190628	-0.01249	0.09581	0.02519	0.00324	0.00398	0.01646
20190629	-0.01414	0.09715	0.02787	0.00341	0.00416	0.01709
20190630	-0.01377	0.09623	0.02134	0.00337	0.00416	0.01704
20190701	-0.01274	0.09490	0.02149	0.00328	0.00405	0.01678
20190702	-0.01296	0.09770	0.02446	0.00328	0.00403	0.01646
20190703	-0.01224	0.09574	0.02502	0.00324	0.00400	0.01648
20190704	-0.01227	0.09592	0.02665	0.00310	0.00387	0.01580
20190705	-0.01229	0.09577	0.02216	0.00316	0.00389	0.01596
20190706	-0.01234	0.09476	0.01975	0.00366	0.00462	0.01920
20190707	-0.01172	0.09533	0.02154	0.00321	0.00391	0.01625
20190708	-0.01207	0.09583	0.01650	0.00327	0.00394	0.01634
20190709	-0.01314	0.09560	0.01992	0.00313	0.00394	0.01620
20190710	-0.01250	0.09722	0.02177	0.00325	0.00408	0.01631
20190711	-0.01239	0.09703	0.02681	0.00317	0.00397	0.01621
20190712	-0.01241	0.09653	0.02485	0.00312	0.00394	0.01615
20190713	-0.01150	0.09678	0.02573	0.00324	0.00401	0.01666
20190714	-0.01109	0.09644	0.02354	0.00322	0.00403	0.01680
20190715	-0.01189	0.09582	0.02127	0.00321	0.00416	0.01667
20190716	-0.01088	0.09540	0.01944	0.00331	0.00406	0.01698
20190717	-0.01195	0.09617	0.01855	0.00327	0.00411	0.01671
20190718	-0.01061	0.09588	0.01769	0.00335	0.00415	0.01718
20190719	-0.01343	0.09718	0.02090	0.00406	0.00459	0.01796
20190720	-0.01177	0.09891	0.01747	0.00339	0.00431	0.01684
20190721	-0.01131	0.09790	0.02533	0.00325	0.00417	0.01634
20190722	-0.00925	0.09812	0.02492	0.00323	0.00406	0.01641
20190723	-0.01102	0.09719	0.01844	0.00339	0.00414	0.01712
20190724	-0.01111	0.09521	0.00843	0.00377	0.00446	0.01989
20190725	-0.01187	0.09677	0.02585	0.00315	0.00392	0.01636
20190726	-0.01148	0.09840	0.02245	0.00312	0.00390	0.01614
20190727	-0.01098	0.09745	0.02686	0.00310	0.00389	0.01616
20190728	-0.01150	0.09727	0.02594	0.00315	0.00393	0.01622
20190729	-0.01094	0.09776	0.03140	0.00317	0.00398	0.01667
20190730	-0.01144	0.09688	0.02045	0.00319	0.00403	0.01684
20190731	-0.01022	0.09892	0.01957	0.00323	0.00406	0.01688
20190801	-0.01010	0.09880	0.02410	0.00319	0.00416	0.01663
20190802	-0.01013	0.09782	0.02608	0.00332	0.00412	0.01732
20190803	-0.01109	0.09872	0.02503	0.00318	0.00393	0.01648
20190804	-0.01018	0.09818	0.02508	0.00323	0.00398	0.01698
20190805	-0.01002	0.09742	0.02495	0.00317	0.00386	0.01618
20190806	-0.01008	0.09918	0.02592	0.00323	0.00397	0.01654
20190807	-0.01054	0.09775	0.02411	0.00317	0.00395	0.01643
20190808	-0.01055	0.09800	0.02184	0.00322	0.00396	0.01677
20190809	-0.01087	0.09615	0.01830	0.00326	0.00404	0.01667
20190810	-0.01008	0.09732	0.02102	0.00325	0.00404	0.01700
20190811	-0.00959	0.09587	0.01811	0.00330	0.00420	0.01758
20190812	-0.00925	0.09832	0.02670	0.00332	0.00404	0.01708
20190813	-0.01069	0.09570	0.01776	0.00329	0.00405	0.01707
20190814	-0.01008	0.09774	0.01420	0.00341	0.00410	0.01708
20190815	-0.01003	0.09666	0.01522	0.00328	0.00392	0.01632
20190816	-0.00943	0.09645	0.01979	0.00337	0.00413	0.01693
20190817	-0.01023	0.09646	0.02102	0.00329	0.00395	0.01635
20190818	-0.01022	0.09607	0.02192	0.00335	0.00397	0.01634
20190819	-0.00866	0.09568	0.02903	0.00342	0.00415	0.01700
20190820	-0.00911	0.09753	0.02067	0.00341	0.00397	0.01692
20190821	-0.00718	0.09655	0.01251	0.00440	0.00517	0.02295
20190822	-0.00998	0.09777	0.02017	0.00337	0.00394	0.01684
20190823	-0.00997	0.09537	0.02382	0.00348	0.00405	0.01749
20190824	-0.00723	0.09821	0.01550	0.00345	0.00417	0.01731
20190825	-0.00762	0.09846	0.04894	0.00357	0.00422	0.01802
20190826	-0.00801	0.09697	0.01925	0.00336	0.00397	0.01683
20190827	-0.01109	0.09686	0.02318	0.00346	0.00408	0.01756
20190828	-0.01091	0.09562	0.01469	0.00347	0.00431	0.01757
20190829	-0.00840	0.09545	0.01543	0.00334	0.00431	0.01802
20190830	-0.00796	0.09542	0.01851	0.00329	0.00401	0.01647
20190831	-0.00909	0.09572	0.02392	0.00341	0.00399	0.01670
20190901	-0.00784	0.09787	0.02410	0.00336	0.00413	0.01638
20190902	-0.00941	0.09674	0.02648	0.00344	0.00455	0.01752
20190903	-0.00882	0.09852	0.02759	0.00350	0.00446	0.01762
20190904	-0.00941	0.09730	0.02122	0.00346	0.00429	0.01717
20190905	-0.01075	0.09928	0.02370	0.00346	0.00424	0.01680
20190906	-0.00955	0.09978	0.02999	0.00377	0.00454	0.01840
20190907	-0.01229	0.09716	0.02420	0.00457	0.00553	0.02297
20190909	-0.01135	0.09726	0.03765	0.00350	0.00432	0.01720
20190910	-0.00890	0.09663	0.02160	0.00346	0.00422	0.01685
20190911	-0.01064	0.09818	0.02383	0.00351	0.00437	0.01755
20190912	-0.00849	0.09693	0.01497	0.00357	0.00443	0.01775
20190913	-0.00956	0.09739	0.02350	0.00361	0.00448	0.01782
20190914	-0.01004	0.09908	0.02764	0.00357	0.00455	0.01771
20190915	-0.00935	0.09785	0.02092	0.00338	0.00417	0.01620
20190916	-0.00998	0.09817	0.02946	0.00352	0.00447	0.01758
20190917	-0.00947	0.09602	0.01894	0.00351	0.00430	0.01693
20190918	-0.00829	0.09772	0.02469	0.00330	0.00431	0.01641
20190919	-0.00745	0.09696	0.02609	0.00325	0.00423	0.01614
20190920	-0.00896	0.09734	0.03506	0.00354	0.00429	0.01699
20190921	-0.00852	0.10075	0.03008	0.00341	0.00450	0.01651
20190922	-0.00847	0.09588	0.02328	0.00338	0.00425	0.01643
20190923	-0.00805	0.09723	0.03712	0.00348	0.00431	0.01722
20190924	-0.00665	0.09608	0.02604	0.00347	0.00428	0.01710
20190925	-0.00874	0.09883	0.02540	0.00353	0.00450	0.01692
20190926	-0.00909	0.09612	0.02935	0.00342	0.00423	0.01652
20190927	-0.00855	0.09618	0.02897	0.00335	0.00420	0.01650
20190928	-0.00811	0.09781	0.01705	0.00333	0.00419	0.01644
