Ident;CRUISE;SHIP;YEAR;MONTH;DAY;HOUR;LONGITUDE;LATITUDE;Period;DEPTH;Domain;DC;SST;SALINITY;OXYGEN;WM;WMCode;Clorofila;fosfatos;nitratos;nitritos;silicatos;TOTAL.BIOMASS;ANCHOVIES;SARDINE;JACK.MACKEREL;MACKEREL;SAMASA;FALSO.VOLADOR;BAGRE;CAMOTILLO;VINCIGUERRIA;POTA;MUNIDA;TotalBsinMunida
1649;c0001-02;BIC-SNP;2000;2;18;2217;-80.8765;-6.698166666666666;N;133.61774162;AP;23.6099864912;22.7;34.98;6.02;AM;5;3.562;1.46241129998;.234214416829;1.51321134113;4.99845815394;1052;702;0;0;350;0;0;0;0;0;0;0;1052
5494;c0001-02;BIC-SNP;2000;2;1;1020;-77.06983333333334;-12.898;D;585.289865942;AT;26.5032681097;22.6;35;6.02;AM;5;1.915;.79563905296;.0522518852544;.356013308527;1.12024648878;198;0;0;198;0;0;0;0;0;0;0;0;198
2232;c0001-02;BIC-SNP;2000;2;18;54;-80.19883333333334;-6.891166666666667;N;55.8789533571;AP;14.4426091889;22.2;34.91;6.02;AM;5;7.828;2.08587675286;.209213912038;1.92830155888;13.616244429;36;0;0;0;0;0;0;36;0;0;0;0;36
2378;c0001-02;BIC-Olaya;2000;2;12;553;-80.04666666666667;-9.396666666666667;CD;2318.43922444;A0;84.9954007011;22.1;35.01;6.02;AM;5;1.871;1.30719356343;.100165229005;6.57513918328;8.60312739911;17;0;0;1;1;0;0;0;0;0;15;0;17
5738;c0001-02;BIC-Olaya;2000;1;31;953;-76.825;-13.90666666666667;D;1212.17879849;A0;27.1986579437;21.7;35.05;6.02;ASS;3;2.065;.734055503515;.181281924769;2.43039986419;2.58360885297;388;291;0;97;0;0;0;0;0;0;0;0;388
5788;c0001-02;BIC-SNP;2000;1;30;2046;-76.7835;-13.89966666666667;N;906.891179823;A0;24.9294044564;21.6;35.04;6.02;ASS;3;2.273;.776585896572;.205881898296;2.20377981366;2.72849150076;315;100;0;50;0;0;0;0;0;0;0;165;150
5694;c0001-02;BIC-SNP;2000;2;1;1222;-76.86666666666666;-12.77783333333333;D;162.595483837;AP;12.9832555641;21.6;34.92;6.02;ACF;1;4.534;1.07269979793;.275082436205;.962465257841;4.45710667713;120;0;0;0;0;0;0;0;0;0;0;120;0
5678;c0001-02;BIC-SNP;2000;2;1;1147;-76.878;-12.78666666666667;D;174.453882232;AP;13.887906688;21.6;34.93;6.02;ACF;1;4.221;1.02355830792;.254344526525;.883727531162;4.06629662854;132;0;0;0;0;0;0;0;0;0;0;132;0
3055;c0001-02;BIC-Olaya;2000;2;11;1811;-79.39;-9.311666666666667;CN;143.903558439;AP;47.0387681974;21.5;34.88;6.02;ACF;1;.598;1.51855841898;.0228624347031;2.86598784399;9.90858615247;2064;217;0;0;0;0;0;0;0;0;0;1847;217
2924;c0001-02;BIC-Olaya;2000;2;11;2023;-79.51666666666667;-9.386666666666667;N;169.791118121;AP;55.2858941517;21.4;34.9;6.02;ACF;1;.688;1.46134246459;.0293133988893;3.78637666391;10.1125642619;132;132;0;0;0;0;0;0;0;0;0;0;132
2240;c0001-02;BIC-SNP;2000;2;17;832;-80.19166666666666;-7.459166666666667;D;154.329019564;AP;34.3563806821;21.3;34.94;6.02;ACF;1;3.588;1.35046134834;.126056765393;.715404321355;11.3288941866;2806;2550;0;0;0;0;0;256;0;0;0;0;2806
2824;c0001-02;BIC-Olaya;2000;2;12;1143;-79.635;-9.155;D;164.392481138;AP;56.9790875442;21.2;34.91;6.02;ACF;1;1.12;1.43659566171;.102237505586;1.45083880506;8.40022510078;163;160;0;0;0;0;0;3;0;0;0;0;163
3061;c0001-02;BIC-Olaya;2000;2;11;1311;-79.385;-9.581666666666665;D;173.209271385;AP;51.8371077276;20.9;34.87;6.02;ACF;1;.541;1.35018792326;.041217952326;4.38595490787;10.6301246467;4108;3719;0;0;0;0;0;0;0;0;0;389;3719
6122;c0001-02;BIC-SNP;2000;1;30;902;-76.48283333333333;-14.29616666666666;D;651.175633365;AT;13.8387964608;20.8;34.99;6.02;ACF;1;1.667;.897664075628;.15303907951;1.3636292705;4.61185298054;7400;3400;0;0;0;0;0;0;0;0;0;4000;3400
8655;c0001-02;BIC-Olaya;2000;1;21;2126;-71.42;-17.83666666666666;N;325.709341548;AT;7.63049106617;20.6;34.83;6.02;ACF;1;3.276;.984211437449;.149454856145;3.03083101329;6.53826639699;48;8;0;0;0;0;0;0;0;0;0;40;
3530;c0001-02;BIC-SNP;2000;2;10;643;-78.92433333333334;-9.970666666666666;CD;156.085497578;AP;38.4344219741;19.8;34.95;6.02;ACF;1;1.766;1.15780637285;.0647651076012;1.11567526339;7.74542161294;1225;1200;0;0;25;0;0;0;0;0;0;0;1225
8633;c0001-02;BIC-SNP;2000;1;22;1206;-71.50516666666667;-17.46116666666667;D;81.2390343967;AP;8.03250652336;19.7;34.87;6.02;ACF;1;4.993;.784337391141;.265334314239;1.65524383296;3.37812143321;530;0;0;0;0;0;0;0;0;0;0;530;
3746;c0001-02;BIC-Olaya;2000;2;10;135;-78.73166666666667;-10.085;N;138.563490149;AP;30.3722489268;19.5;34.96;6.02;ACF;1;2.539;1.0307173424;.183876356867;.629426605259;6.12271300456;347;347;0;0;0;0;0;0;0;0;0;0;347
1033;c0001-02;BIC-Olaya;2000;2;19;135;-81.36166666666666;-7.256666666666667;N;4971.78235427;A0;67.4791428315;24.2;34.87;6.01;AM;5;1.265;.828204005117;.144738475615;.944017931231;3.30862534103;1380;1076;0;0;17;0;0;0;0;0;287;0;1380
1228;c0001-02;BIC-Olaya;2000;2;19;228;-81.23166666666667;-7.176666666666667;N;3017.18917134;A0;59.175794145;23.8;34.94;6.01;AM;5;1.207;.837125836079;.170937613965;1.09748076106;3.56863034218;1272;992;0;0;16;0;0;0;0;0;264;0;1272
720;c0001-02;BIC-Olaya;2000;2;20;436;-81.575;-6.811666666666667;N;4505.44191305;A0;51.9780554771;23.8;34.87;6.01;AM;5;1.7;.777764906284;.444087288178;2.57596848152;2.76016768044;0;0;0;0;0;0;0;0;0;0;0;0;0
916;c0001-02;BIC-Olaya;2000;2;20;530;-81.44;-6.743333333333333;CD;3011.50436122;A0;44.4050862592;23.1;34.87;6.01;AM;5;1.781;.76031996728;.333496731822;1.95664316569;2.65891722682;0;0;0;0;0;0;0;0;0;0;0;0;0
1851;c0001-02;BIC-SNP;2000;2;18;916;-80.62566666666666;-6.847;D;123.998850579;AP;25.0387044571;22.8;34.94;6.01;AM;5;4.712;1.78100763657;.330484865608;1.92234886525;8.96283422031;16;16;0;0;0;0;0;0;0;0;0;0;16
963;c0001-02;BIC-Olaya;2000;2;20;744;-81.40666666666667;-6.606666666666666;D;2706.2410833;A0;36.7564913497;22.7;34.89;6.01;AM;5;1.995;.775291895577;.371526751851;1.85613205243;2.48512046675;24;24;0;0;0;0;0;0;0;0;0;0;24
5829;c0001-02;BIC-Olaya;2000;1;30;1520;-76.76;-14.29833333333334;D;2761.30310207;A0;29.6424106774;22;35.05;6.01;ASS;3;.962;.963264509915;.14528736351;2.54467108183;6.01122451826;6;6;0;0;0;0;0;0;0;0;0;0;6
2567;c0001-02;BIC-Olaya;2000;2;13;1200;-79.86833333333334;-8.696666666666667;D;256.912129013;AT;56.5124714674;21.8;34.95;6.01;ACF;1;2.29;1.01240452992;.163337085912;.852793249972;2.06549132775;19519;18525;0;0;390;0;19;585;0;0;0;0;19519
2445;c0001-02;BIC-SNP;2000;2;14;1620;-79.98766666666667;-7.916833333333333;D;165.036102916;AP;34.112665712;21.8;34.96;6.01;ACF;1;4.234;1.25244006911;.121713665696;.957425426667;23.6616701391;649;351;0;0;0;0;0;298;0;0;0;0;649
5787;c0001-02;BIC-SNP;2000;1;30;2040;-76.78383333333333;-13.91383333333333;N;992.362462405;A0;24.8865358808;21.7;35.04;6.01;ASS;3;2.243;.78553057495;.203042017405;2.2339974609;2.85839470997;325;60;0;35;0;0;0;0;0;0;0;230;95
2569;c0001-02;BIC-SNP;2000;2;12;1515;-79.86783333333334;-8.7155;D;258.532911091;AT;57.1387019037;21.7;34.95;6.01;ACF;1;2.231;1.00818851811;.161383063011;.861578521219;1.86967660565;1590;1545;0;0;0;0;17;28;0;0;0;0;1590
5713;c0001-02;BIC-SNP;2000;2;1;1303;-76.8505;-12.77016666666667;D;149.024546306;AP;11.8903731508;21.5;34.92;6.01;ACF;1;4.933;1.13056105664;.300396860936;1.06319158539;4.98298347307;207;0;0;0;0;0;0;0;0;0;0;207;0
3073;c0001-02;BIC-Olaya;2000;2;11;1805;-79.37166666666667;-9.301666666666666;CN;140.204020946;AP;45.8838853592;21.5;34.88;6.01;ACF;1;.64;1.52528041839;.0332552564708;2.76144680221;9.87585648418;2293;241;0;0;0;0;0;0;0;0;0;2052;241
5832;c0001-02;BIC-SNP;2000;1;30;2104;-76.757;-13.86983333333334;N;623.547703195;AT;23.5775366209;21.4;35.04;6.01;ASS;3;2.412;.813845185195;.227652656661;1.96026446831;2.84536221566;514;82;0;82;0;0;0;0;0;0;0;350;164
4894;c0001-02;BIC-Olaya;2000;2;2;1238;-77.645;-12.365;D;925.962699167;A0;33.1679547474;21.4;34.88;6.01;ACF;1;1.211;.760331868667;.0650314186323;1.18334325743;1.9552249325;848;848;0;0;0;0;0;0;0;0;0;0;848
2912;c0001-02;BIC-Olaya;2000;2;11;2029;-79.53166666666667;-9.396666666666667;N;172.959653556;AP;56.2298737729;21.4;34.9;6.01;ACF;1;.692;1.45015275533;.0337903373809;3.94511696365;10.1377271474;140;140;0;0;0;0;0;0;0;0;0;0;140
4890;c0001-02;BIC-SNP;2000;2;6;452;-77.64683333333333;-12.3585;N;929.424596713;A0;33.0877545522;21.3;34.88;6.01;ACF;1;1.245;.76874615178;.06560326786;1.18256683237;1.99785329867;0;0;0;0;0;0;0;0;0;0;0;0;0
4887;c0001-02;BIC-Olaya;2000;2;2;1244;-77.65;-12.35;D;938.535794542;A0;33.0471797477;21.3;34.87;6.01;ACF;1;1.287;.779246043581;.0661799443917;1.18173117175;2.05263806579;6179;6179;0;0;0;0;0;0;0;0;0;0;6179
6196;c0001-02;BIC-SNP;2000;1;30;53;-76.40033333333334;-14.528;N;913.138408034;A0;18.5233041473;21.1;35;6.01;ACF;1;1.965;.740939513554;.10322939461;.717089430885;2.16587102093;0;0;0;0;0;0;0;0;0;0;0;0;0
2954;c0001-02;BIC-Olaya;2000;2;12;1248;-79.485;-9.071666666666667;D;135.464570001;AP;46.7641903906;21.1;34.88;6.01;ACF;1;.915;1.58535966302;.125357602049;.521301834367;8.41979403659;816;19;0;0;0;0;0;0;0;0;0;797;19
6095;c0001-02;BIC-SNP;2000;1;30;849;-76.5115;-14.312;D;1009.99943418;A0;16.0668230366;20.9;35;6.01;ACF;1;1.443;.827004865497;.122212661498;1.24039070268;4.5565177183;1550;570;0;0;0;0;0;0;0;0;0;980;570
3197;c0001-02;BIC-Olaya;2000;2;10;2204;-79.23666666666666;-9.793333333333335;N;241.029230072;AT;51.1784334115;20.6;34.93;6.01;ACF;1;.763;1.25827595579;.0395565344728;3.23765424118;10.5306196107;1006;851;0;14;0;0;0;85;0;0;0;56;950
2995;c0001-02;BIC-SNP;2000;2;12;2008;-79.44783333333334;-8.4845;N;109.124689577;AP;29.2195633043;20.6;34.77;6.01;ACF;1;2.234;1.66923019646;1.04584235039;.430247819964;11.3568498333;5268;3300;0;0;0;0;66;0;0;0;0;1902;3366
3441;c0001-02;BIC-Olaya;2000;2;10;1901;-79.00166666666667;-9.921666666666667;CN;166.051837055;AP;41.5014297966;20;34.95;6.01;ACF;1;1.329;1.22342380512;.058077936282;1.48882727134;8.80527812022;1300;1274;0;13;0;0;0;13;0;0;0;0;1300
3513;c0001-02;BIC-SNP;2000;2;10;650;-78.9405;-9.962666666666667;CD;158.167143556;AP;39.0478893973;19.9;34.95;6.01;ACF;1;1.676;1.16949456435;.063350065678;1.18332800845;7.92415767288;3920;3800;0;0;120;0;0;0;0;0;0;0;3920
3493;c0001-02;BIC-SNP;2000;2;10;655;-78.95433333333334;-9.956;CD;160.072329116;AP;39.6175850752;19.9;34.95;6.01;ACF;1;1.597;1.17889820562;.0617753824359;1.24271445049;8.07580942512;2060;1950;0;0;110;0;0;0;0;0;0;0;2060
3480;c0001-02;BIC-SNP;2000;2;10;702;-78.9575;-9.948166666666667;CD;159.718034822;AP;39.5989055823;19.9;34.95;6.01;ACF;1;1.592;1.18956378874;.0637979317678;1.2704592722;8.21724868011;9700;8500;0;0;1200;0;0;0;0;0;0;0;9700
3608;c0001-02;BIC-SNP;2000;2;11;416;-78.85533333333333;-9.318333333333333;N;64.4495041772;AP;16.478892589;19.3;34.83;6.01;ACF;1;2.144;1.65789716695;.122558153869;1.8174751873;11.9203257574;401;0;0;0;0;0;0;0;0;0;0;401;0
3901;c0001-02;BIC-SNP;2000;2;10;309;-78.61666666666666;-10.0335;N;108.861626947;AP;23.3078778212;18.8;34.92;6.01;ACF;1;3.669;1.3640074679;.693139831648;.942881448263;8.84735477992;174;112;0;0;12;0;0;0;0;0;0;50;124
3717;c0001-02;BIC-SNP;2000;2;10;835;-78.75733333333334;-9.8415;D;107.227653293;AP;26.0846212883;18.7;34.9;6.01;ACF;1;3.409;1.38636878735;.247590364294;.696497030407;9.40591652697;913;901;0;0;0;0;0;0;0;0;0;12;901
1019;c0001-02;BIC-Olaya;2000;2;19;122;-81.37166666666667;-7.266666666666667;N;5134.22703267;A0;68.3626575046;24.2;34.87;6;AM;5;1.26;.827870313821;.14407298661;.923566104724;3.2400519969;551;430;0;0;7;0;0;0;0;0;114;0;551
8674;c0001-02;BIC-Olaya;2000;1;21;922;-71.35666666666667;-18.19166666666667;D;1062.16132488;A0;24.936699199;23.7;34.87;6;AM;5;1.182;.766531663112;.0839767745426;1.45380981359;4.83176798311;7;0;0;0;0;0;0;0;0;0;0;7;
1247;c0001-02;BIC-Olaya;2000;2;19;234;-81.21666666666667;-7.168333333333333;N;2843.98749918;A0;58.3011087425;23.7;34.95;6;AM;5;1.195;.846371222911;.178935372356;1.12621900763;3.5947409189;515;402;0;0;6;0;0;0;0;0;107;0;515
8676;c0001-02;BIC-Olaya;2000;1;21;938;-71.34666666666666;-18.18;D;997.973994811;A0;24.0942790677;23.5;34.87;6;AM;5;1.302;.788286485469;.0842392311133;1.50189190498;4.97579264305;11;0;0;0;0;0;0;0;0;0;0;11;
8610;c0001-02;BIC-Olaya;2000;1;22;116;-71.593;-18.0825;N;1506.72526319;A0;25.7400155321;23.5;34.95;6;AM;5;.343;.678310690438;.0699212516071;2.9735947593;5.85326143245;70;0;0;0;0;0;0;0;0;70;0;0;
1260;c0001-02;BIC-SNP;2000;2;19;56;-81.20333333333333;-6.878166666666667;N;1990.42217927;A0;42.792100137;23.3;34.87;6;AM;5;1.264;.82216724532;.145111588916;1.37886364064;3.00693265388;1369;996;0;0;0;0;0;0;0;0;373;0;1369
1113;c0001-02;BIC-SNP;2000;2;19;2131;-81.31033333333333;-6.814166666666667;N;2679.83663978;A0;43.2096671119;23.2;34.87;6;AM;5;1.629;.73630000403;.119633931434;1.11415302667;2.78718292198;386;172;0;0;0;0;0;0;0;0;214;0;386
935;c0001-02;BIC-SNP;2000;2;20;1502;-81.42733333333334;-6.436666666666667;D;2369.77791209;A0;28.6587563824;23.2;34.86;6;AM;5;2.146;.832183082135;.567323082728;2.5286311004;2.34012193714;485;470;0;0;15;0;0;0;0;0;0;0;485
1880;c0001-02;BIC-Olaya;2000;2;18;1246;-80.59333333333333;-7.401666666666666;D;203.946355792;AT;51.203096755;22.4;34.94;6;AM;5;2.883;1.18420978602;.12796900595;.458017413298;6.25241766376;573;573;0;0;0;0;0;0;0;0;0;0;573
2340;c0001-02;BIC-Olaya;2000;2;12;118;-80.08166666666666;-9.716666666666667;N;4040.02653796;A0;92.6553029723;22.3;35;6;AM;5;.845;.96076098721;.0781004354006;5.48933292767;7.46898523052;5;0;0;4;1;0;0;0;0;0;0;0;5
2393;c0001-02;BIC-Olaya;2000;2;12;559;-80.03333333333333;-9.39;CD;2154.68160794;A0;84.120531794;22.1;35;6;AM;5;1.861;1.31082392199;.10102313041;6.3608703462;8.6269574527;69;0;0;5;2;0;0;0;0;0;62;0;69
5724;c0001-02;BIC-Olaya;2000;1;31;947;-76.83833333333334;-13.91333333333334;D;1351.24376267;A0;27.9039026338;21.8;35.05;6;ASS;3;1.979;.726914498794;.173039594075;2.51618054133;2.59251199631;496;372;0;124;0;0;0;0;0;0;0;0;496
2564;c0001-02;BIC-Olaya;2000;2;13;1145;-79.87;-8.715;D;262.199941595;AT;57.2154043373;21.8;34.95;6;ACF;1;2.232;1.01097152102;.161083729973;.863812295073;1.89674829175;6946;6925;0;0;7;0;7;7;0;0;0;0;6946
2617;c0001-02;BIC-Olaya;2000;2;13;1236;-79.82833333333333;-8.601666666666667;D;207.738781746;AT;50.9196058498;21.7;34.92;6;ACF;1;2.546;1.03862871005;.218064048843;.762714061036;3.13647963787;2639;2508;0;0;52;0;0;79;0;0;0;0;2639
3085;c0001-02;BIC-Olaya;2000;2;11;1759;-79.35833333333333;-9.295;CN;137.611032129;AP;45.0724974743;21.6;34.88;6;ACF;1;.671;1.53001635829;.0412658904402;2.69274161062;9.85492447173;3577;376;0;0;0;0;0;0;0;0;0;3201;376
2335;c0001-02;BIC-SNP;2000;2;14;1951;-80.09083333333334;-7.688333333333333;N;158.037670432;AP;33.843918943;21.6;34.94;6;ACF;1;3.544;1.33225777365;.12356726049;.825956339402;18.1707202898;942;225;0;0;0;0;0;717;0;0;0;0;942
5729;c0001-02;BIC-SNP;2000;2;1;1310;-76.83416666666666;-12.76433333333333;D;137.152407656;AP;10.876398123;21.4;34.91;6;ACF;1;5.317;1.18410315365;.324379136613;1.16012972636;5.49997967143;36;20;0;0;0;0;0;0;0;0;0;16;20
4893;c0001-02;BIC-SNP;2000;2;6;558;-77.64516666666667;-12.36716666666666;CD;929.68899796;A0;33.2484257922;21.4;34.88;6;ACF;1;1.198;.757147780454;.0646916028735;1.18439890872;1.94135965489;0;0;0;0;0;0;0;0;0;0;0;0;0
5745;c0001-02;BIC-SNP;2000;2;1;1317;-76.82016666666667;-12.75483333333334;D;125.064341608;AP;9.914451769;21.3;34.91;6;ACF;1;5.682;1.2399500325;.349255453281;1.25144979377;5.95755185876;83;83;0;0;0;0;0;0;0;0;0;0;83
2811;c0001-02;BIC-Olaya;2000;2;12;1136;-79.64666666666666;-9.161666666666669;D;166.810365162;AP;57.740626486;21.2;34.92;6;ACF;1;1.134;1.425313313;.101509895088;1.55115610037;8.41156423311;709;694;0;0;0;0;0;15;0;0;0;0;709
6362;c0001-02;BIC-SNP;2000;1;29;1711;-76.20783333333334;-14.69666666666667;D;312.194247384;AT;16.206611684;21.1;35.02;6;ASS;3;2.958;.633117069823;.112677698213;.392601137157;1.67738893986;182;0;0;0;0;0;0;0;0;0;0;182;0
3172;c0001-02;BIC-Olaya;2000;2;11;1707;-79.25833333333334;-9.298333333333334;D;122.122882127;AP;39.2936622476;21.1;34.87;6;ACF;1;.884;1.54111260768;.0476959940897;2.72588457186;10.054936169;2019;328;0;0;0;0;0;0;0;0;0;1691;328
3047;c0001-02;BIC-Olaya;2000;2;11;1252;-79.39833333333333;-9.593333333333334;D;176.732092445;AP;52.8917897579;20.9;34.88;6;ACF;1;.532;1.33663936721;.0426325376135;4.41943923407;10.5619549077;4862;4862;0;0;0;0;0;0;0;0;0;0;4862
6134;c0001-02;BIC-SNP;2000;1;30;902;-76.4685;-14.28766666666667;D;521.262845933;AT;12.7589454451;20.7;34.99;6;ACF;1;1.779;.935616200153;.169248406471;1.42987723703;4.64321140523;2830;2520;0;0;0;0;0;0;0;0;0;310;2520
8656;c0001-02;BIC-Olaya;2000;1;21;2119;-71.415;-17.82;N;286.897778661;AT;6.6686846985;20.4;34.83;6;ACF;1;3.528;1.00145248136;.159627547498;2.95526468192;6.42807710395;68;11;0;0;0;0;0;0;0;0;0;57;
3615;c0001-02;BIC-SNP;2000;2;10;1913;-78.84633333333333;-9.591833333333334;CN;101.629537209;AP;26.5014920338;19.7;34.86;6;ACF;1;2.606;1.44017588984;.21077469649;1.31856099443;9.38842955207;1426;6;0;0;0;0;0;0;0;0;0;1420;6
8636;c0001-02;BIC-SNP;2000;1;22;1224;-71.496;-17.44933333333333;D;72.0658412697;AP;7.23616215544;19.6;34.87;6;ACF;1;5.168;.811563596973;.268549311499;1.65399894534;3.41449401206;280;0;0;0;0;0;0;0;0;0;0;280;
3777;c0001-02;BIC-Olaya;2000;2;10;58;-78.71166666666667;-10.11166666666667;N;139.19521216;AP;29.5744504667;19.6;34.96;6;ACF;1;2.523;1.02895869042;.245082180682;.648817379476;6.05440118863;534;534;0;0;0;0;0;0;0;0;0;0;534
3765;c0001-02;BIC-Olaya;2000;2;10;115;-78.72;-10.10233333333333;N;139.221307504;AP;29.9301453762;19.6;34.96;6;ACF;1;2.523;1.02668155836;.219740577341;.640311453415;6.05568648774;754;754;0;0;0;0;0;0;0;0;0;0;754
585;c0001-02;BIC-Olaya;2000;2;20;1024;-81.72166666666666;-6.601666666666667;D;5242.87272282;A0;48.3639711763;24.3;34.93;5.99;AM;5;1.373;.732125275332;1.02538967687;4.55340134017;2.10220284711;313;0;0;0;313;0;0;0;0;0;0;0;313
1009;c0001-02;BIC-Olaya;2000;2;19;105;-81.37833333333333;-7.276666666666666;N;5261.95180832;A0;69.1073657764;24.2;34.86;5.99;AM;5;1.243;.827047221054;.143028451228;.904677921564;3.18141456088;3062;2387;0;0;39;0;0;0;0;0;636;0;3062
826;c0001-02;BIC-Olaya;2000;2;19;2147;-81.5;-7.048333333333333;N;5184.34012474;A0;60.8462055141;24.2;34.83;5.99;AM;5;1.576;.805816051514;.234531054953;1.4583754859;2.93380840988;52;0;0;16;23;0;0;0;0;0;13;0;52
700;c0001-02;BIC-Olaya;2000;2;20;430;-81.59166666666667;-6.818333333333333;N;4726.93141711;A0;52.8771804373;23.9;34.87;5.99;AM;5;1.674;.781996640705;.459315066225;2.63027457861;2.77730319998;0;0;0;0;0;0;0;0;0;0;0;0;0
5436;c0001-02;BIC-Olaya;2000;2;1;37;-77.12833333333333;-13.49;N;1597.70013874;A0;46.6606851055;22.8;35.12;5.99;ASS;3;.982;.690300963761;.0705464191336;.895021901903;.95309524095;307;197;0;78;29;0;0;0;0;0;3;0;307
5479;c0001-02;BIC-SNP;2000;2;1;1013;-77.08433333333333;-12.90716666666667;D;645.800023432;AT;27.4545153749;22.7;35.01;5.99;ASS;3;1.783;.799861811927;.0450386935941;.353565142627;1.09926335634;67;0;0;67;0;0;0;0;0;0;0;0;67
8569;c0001-02;BIC-SNP;2000;1;22;929;-71.7225;-17.81933333333333;D;893.859113152;A0;23.8349204662;21.7;34.9;5.99;ACF;1;1.123;.679243075862;.135742447951;2.14166884182;4.90177245112;312;2;0;0;0;0;0;0;0;0;0;310;2
3098;c0001-02;BIC-Olaya;2000;2;11;1753;-79.34333333333333;-9.285;CN;134.537509053;AP;44.0547822929;21.5;34.87;5.99;ACF;1;.71;1.53663542273;.0540378961471;2.5910216269;9.81325136347;3060;318;0;0;0;0;0;0;0;0;0;2742;318
4861;c0001-02;BIC-SNP;2000;2;6;604;-77.6735;-12.36033333333333;CD;1045.90108292;A0;34.5358158241;21.4;34.88;5.99;ACF;1;1.169;.753120354437;.0602283251513;1.21066038052;1.99791139086;0;0;0;0;0;0;0;0;0;0;0;0;0
2901;c0001-02;BIC-Olaya;2000;2;11;2035;-79.54666666666667;-9.405;N;175.960585748;AP;57.1813240138;21.4;34.9;5.99;ACF;1;.697;1.43991591532;.0380148574539;4.0868505637;10.1529392827;101;101;0;0;0;0;0;0;0;0;0;0;101
5850;c0001-02;BIC-SNP;2000;1;30;2111;-76.7405;-13.861;N;560.375503582;AT;22.7153155842;21.3;35.04;5.99;ASS;3;2.495;.836328868673;.239890173935;1.85280112772;2.93170722792;785;185;0;25;0;0;0;0;0;0;0;575;210
5758;c0001-02;BIC-SNP;2000;2;1;1323;-76.80683333333333;-12.745;D;113.175102987;AP;9.01801423735;21.3;34.9;5.99;ACF;1;6.032;1.2944130671;.373865221026;1.33896203182;6.39034593035;212;212;0;0;0;0;0;0;0;0;0;0;212
4907;c0001-02;BIC-SNP;2000;2;6;446;-77.63183333333333;-12.351;N;826.747158699;A0;32.1092708324;21.3;34.87;5.99;ACF;1;1.328;.787183301139;.069616328292;1.16594398743;2.04333031419;0;0;0;0;0;0;0;0;0;0;0;0;0
2611;c0001-02;BIC-Olaya;2000;2;12;1923;-79.835;-8.991666666666667;CN;250.23460819;AT;62.3231571708;21.3;34.98;5.99;ACF;1;2.06;1.17870447553;.134978484774;1.00456373214;5.8794183435;2813;1952;0;0;0;0;0;861;0;0;0;0;2813
2970;c0001-02;BIC-Olaya;2000;2;12;1254;-79.47;-9.063333333333333;D;132.619955724;AP;45.6602230863;21.1;34.87;5.99;ACF;1;.896;1.588384128;.147043081529;.533714783029;8.45547518808;732;17;0;0;0;0;0;0;0;0;0;715;17
6073;c0001-02;BIC-SNP;2000;1;30;843;-76.5275;-14.321;D;1228.78719715;A0;17.3138080417;21;35.01;5.99;ACF;1;1.317;.789827296148;.105277414893;1.17436200752;4.52173555545;1220;620;0;0;0;0;0;0;0;0;0;600;620
3035;c0001-02;BIC-Olaya;2000;2;11;1236;-79.41;-9.603333333333333;D;179.685047876;AP;53.7508220413;20.9;34.89;5.99;ACF;1;.532;1.32452168867;.0438515250275;4.45340702411;10.5025318402;1729;1729;0;0;0;0;0;0;0;0;0;0;1729
2628;c0001-02;BIC-SNP;2000;2;14;2238;-79.82166666666667;-7.544;N;73.09156574;AP;16.0881053074;20.1;34.95;5.99;ACF;1;2.232;1.72705239753;.134234574203;1.13111419213;20.526650708;230;30;0;0;0;0;0;200;0;0;0;0;230
3725;c0001-02;BIC-Olaya;2000;2;10;140;-78.74666666666667;-10.09333333333333;N;142.700622164;AP;31.3653259693;19.6;34.96;5.99;ACF;1;2.421;.984382927834;.125250837525;.593820287646;5.74210285663;827;827;0;0;0;0;0;0;0;0;0;0;827
8673;c0001-02;BIC-Olaya;2000;1;21;906;-71.35666666666667;-18.20666666666667;D;1089.92251407;A0;25.6556325197;23.9;34.88;5.98;AM;5;1.095;.74727322496;.0832809556445;1.3438599214;4.64226419007;9;0;0;0;0;0;0;0;0;0;0;9;
1263;c0001-02;BIC-Olaya;2000;2;19;240;-81.20166666666667;-7.16;N;2659.37849894;A0;57.4315513269;23.6;34.96;5.98;AM;5;1.182;.856151518137;.187177928848;1.15635573177;3.62023729906;302;236;0;0;3;0;0;0;0;0;63;0;302
1300;c0001-02;BIC-Olaya;2000;2;19;1911;-81.175;-6.951666666666666;CN;1907.27616292;A0;44.9974446833;23.3;34.9;5.98;AM;5;1.142;.863695141473;.170083465949;1.40090290928;3.23124591946;1673;1434;0;0;0;0;0;0;0;0;239;0;1673
1277;c0001-02;BIC-SNP;2000;2;19;38;-81.1915;-6.872;N;1892.89006251;A0;42.1058711587;23.3;34.87;5.98;AM;5;1.274;.840967485629;.150290301593;1.4007392615;3.03379312262;693;452;0;0;0;0;0;0;0;0;241;0;693
5521;c0001-02;BIC-Olaya;2000;2;1;144;-77.04666666666667;-13.36166666666667;N;1150.1211829;A0;39.2509133405;22.8;35.05;5.98;ASS;3;1.151;.60432892565;.0650284438271;.550235154998;.663994962115;59;38;0;15;5;0;0;0;0;0;1;0;59
5708;c0001-02;BIC-Olaya;2000;1;31;941;-76.855;-13.92333333333334;D;1548.74179525;A0;28.7734852144;21.9;35.05;5.98;ASS;3;1.87;.722436752727;.162918562386;2.63165932555;2.63054312079;340;255;0;85;0;0;0;0;0;0;0;0;340
